state,district,market,commodity,variety,grade,arrival_date,min_price,max_price,modal_price,commodity_code,price_spread,rolling_avg_7d,rolling_avg_30d,month,season,price_lag_7,price_lag_30,price_volatility
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2015-01-02,7839,8697,8439,39,600,8439.0,8439.0,1,Rabi,,,
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2015-01-02,8120,9287,8937,39,817,8688.0,8688.0,1,Rabi,,,352.13917703090067
Tamil Nadu,Erode,Kunnathur,Turmeric,Other,FAQ,2015-01-02,4200,4300,4250,39,50,7208.666666666667,7208.666666666667,1,Rabi,,,2574.350856688601
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2015-01-05,7414,8316,8099,39,685,7431.25,7431.25,1,Rabi,,,2148.5719870028406
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2015-01-05,7657,8696,8304,39,647,7605.8,7605.8,1,Rabi,,,1901.212691941646
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2015-01-06,5959,7595,6019,39,60,7341.333333333333,7341.333333333333,1,Rabi,,,1819.7097204407814
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2015-01-06,6029,8611,7069,39,1040,7302.428571428572,7302.428571428572,1,Rabi,,,1664.346103543657
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2015-01-07,6869,7837,7597,39,728,7182.142857142857,7339.25,1,Rabi,8439.0,,1544.4006465755112
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2015-01-07,7448,8898,8574,39,1126,7130.285714285715,7476.444444444444,1,Rabi,8937.0,,1502.1409813255805
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2015-01-08,6931,7996,7637,39,706,7614.142857142857,7492.5,1,Rabi,4250.0,,1417.141900681321
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2015-01-08,7481,8749,8499,39,1018,7671.285714285715,7584.0,1,Rabi,8099.0,,1378.244100295735
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2015-01-09,6579,7687,7497,39,918,7556.0,7576.75,1,Rabi,8304.0,,1314.344158956024
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2015-01-09,6919,7996,7717,39,798,7798.571428571428,7587.538461538462,1,Rabi,6019.0,,1258.9897812257132
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2015-01-10,6579,7687,7497,39,918,7859.714285714285,7581.071428571428,1,Rabi,7069.0,,1209.8402605484562
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2015-01-10,6919,7996,7717,39,798,7876.857142857143,7590.133333333333,1,Rabi,7597.0,,1166.3594071583025
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2015-01-12,6969,7896,7589,39,620,7736.142857142857,7590.0625,1,Rabi,8574.0,,1126.8102749945676
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2015-01-12,7319,8209,7989,39,670,7786.428571428572,7613.529411764706,1,Rabi,7637.0,,1095.311320906473
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2015-01-13,6923,7875,7585,39,662,7655.857142857143,7611.944444444444,1,Rabi,8499.0,,1062.629340070697
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2015-01-13,7313,8299,7975,39,662,7724.142857142857,7631.0526315789475,1,Rabi,7497.0,,1036.0435144059782
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2015-01-19,6019,7314,6969,39,950,7617.285714285715,7597.95,1,Rabi,7717.0,,1019.2192303296108
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2015-01-19,6089,7896,7669,39,1580,7641.857142857143,7601.333333333333,1,Rabi,7497.0,,993.5330056587618
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2015-01-20,6069,7339,6999,39,930,7539.285714285715,7573.954545454545,1,Rabi,7717.0,,978.0561614643378
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2015-01-20,6809,7829,7579,39,770,7537.857142857143,7574.173913043478,1,Rabi,7589.0,,955.5696850177391
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2015-01-21,7269,8120,7889,39,620,7523.571428571428,7587.291666666667,1,Rabi,7989.0,,936.7724645624031
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2015-01-21,6591,7349,7039,39,448,7445.571428571428,7565.36,1,Rabi,7585.0,,923.5817902781179
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2015-01-22,6709,7919,7729,39,1020,7410.428571428572,7571.653846153846,1,Rabi,7975.0,,905.490538539534
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2015-01-22,6469,7469,7099,39,630,7429.0,7554.148148148148,1,Rabi,6969.0,,892.5537132599534
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2015-01-23,7289,8185,7969,39,680,7471.857142857143,7568.964285714285,1,Rabi,7669.0,,879.3707970345891
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2015-01-23,6989,7799,7409,39,420,7530.428571428572,7563.448275862069,1,Rabi,6999.0,,864.0357377780363
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2015-01-27,6169,7869,7049,39,880,7454.714285714285,7546.3,1,Rabi,7579.0,,854.1875006149976
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2015-01-27,6239,7300,6770,39,531,7294.857142857143,7490.666666666667,1,Rabi,7889.0,8439.0,848.372248051743
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2015-01-28,6723,7911,7669,39,946,7384.857142857143,7448.4,1,Rabi,7039.0,8937.0,804.2700095588933
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2015-01-28,6523,7509,7260,39,737,7317.857142857143,7548.733333333334,1,Rabi,7729.0,4250.0,533.769479711293
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2015-01-29,6799,7899,7503,39,704,7375.571428571428,7528.866666666667,1,Rabi,7099.0,8099.0,523.5766737864984
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2015-01-29,6899,8313,8037,39,1138,7385.285714285715,7519.966666666666,1,Rabi,7969.0,8304.0,512.0895317283367
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2015-01-30,6899,7799,7499,39,600,7398.142857142857,7569.3,1,Rabi,7409.0,6019.0,426.66955234297143
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2015-01-30,7109,8369,8069,39,960,7543.857142857143,7602.633333333333,1,Rabi,7049.0,7069.0,425.2961226651646
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2015-02-02,6869,7820,7589,39,720,7660.857142857143,7602.366666666667,2,Rabi,6770.0,7597.0,425.30228465567063
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2015-02-02,6489,7299,7039,39,550,7570.857142857143,7551.2,2,Rabi,7669.0,8574.0,395.6813765192113
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2015-02-03,6009,6899,6519,39,510,7465.0,7513.933333333333,2,Rabi,7260.0,7637.0,437.73554710053236
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2015-02-03,7099,8269,7796,39,697,7506.857142857143,7490.5,2,Rabi,7503.0,8499.0,400.40890737276123
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2015-02-04,6869,7869,7689,39,820,7457.142857142857,7496.9,2,Rabi,8037.0,7497.0,402.04746245806064
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2015-02-04,6219,7699,7469,39,1250,7452.857142857143,7488.633333333333,2,Rabi,7499.0,7717.0,399.9097728698085
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2015-02-05,7069,8069,7814,39,745,7416.428571428572,7499.2,2,Rabi,8069.0,7497.0,404.30232798463237
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2015-02-05,6623,7599,7269,39,646,7370.714285714285,7484.266666666666,2,Rabi,7589.0,7717.0,404.2539261177427
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2015-02-06,6889,7689,7499,39,610,7436.428571428572,7481.266666666666,2,Rabi,7039.0,7589.0,403.78356555968463
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2015-02-06,7241,8239,7911,39,670,7635.285714285715,7478.666666666667,2,Rabi,6519.0,7989.0,400.64037819930024
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2015-02-09,7199,8181,7819,39,620,7638.571428571428,7486.466666666666,2,Rabi,7796.0,7585.0,405.03569304899327
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2015-02-09,6999,7809,7574,39,575,7622.142857142857,7473.1,2,Rabi,7689.0,7975.0,394.8461376457838
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2015-02-10,6911,7727,7518,39,607,7629.142857142857,7491.4,2,Rabi,7469.0,6969.0,383.2282654610383
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2015-02-10,7071,8112,7836,39,765,7632.285714285715,7496.966666666666,2,Rabi,7814.0,7669.0,387.09042722673325
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2015-02-11,6999,7849,7539,39,540,7670.857142857143,7514.966666666666,2,Rabi,7269.0,6999.0,375.51835285819715
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2015-02-11,7269,8285,7910,39,641,7729.571428571428,7526.0,2,Rabi,7499.0,7579.0,382.26665183278595
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2015-02-12,7099,8399,7827,39,728,7717.571428571428,7523.933333333333,2,Rabi,7911.0,7889.0,380.3995117054532
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2015-02-12,6999,7739,7417,39,418,7660.142857142857,7536.533333333334,2,Rabi,7819.0,7039.0,369.8984700710718
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2015-02-13,7139,8169,7744,39,605,7684.428571428572,7537.033333333334,2,Rabi,7574.0,7729.0,370.177635209362
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2015-02-13,6900,7795,7467,39,567,7677.142857142857,7549.3,2,Rabi,7518.0,7099.0,361.1490426880332
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2015-02-16,6869,7683,7399,39,530,7614.714285714285,7530.3,2,Rabi,7836.0,7969.0,353.2139285338914
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2015-02-16,6969,7839,7539,39,570,7614.714285714285,7534.633333333333,2,Rabi,7539.0,7409.0,352.47112704773275
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2015-02-17,6900,7737,7400,39,500,7541.857142857143,7546.333333333333,2,Rabi,7910.0,7049.0,341.448267736461
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2015-02-17,7055,8200,7839,39,784,7543.571428571428,7581.966666666666,2,Rabi,7827.0,6770.0,312.16093145433285
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2015-02-19,7439,8369,8169,39,730,7651.0,7598.633333333333,2,Rabi,7417.0,7669.0,329.8165094185816
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2015-02-19,7239,8189,7819,39,580,7661.714285714285,7617.266666666666,2,Rabi,7744.0,7260.0,325.7914430549333
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2015-02-20,7169,8323,8074,39,905,7748.428571428572,7636.3,2,Rabi,7467.0,7503.0,335.42265154937513
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2015-02-20,7019,8139,7877,39,858,7816.714285714285,7630.966666666666,2,Rabi,7399.0,8037.0,330.0608599400534
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2015-02-23,6893,8468,7939,39,1046,7873.857142857143,7645.633333333333,2,Rabi,7539.0,7499.0,333.7499046450417
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2015-02-23,7217,8469,8249,39,1032,7995.142857142857,7651.633333333333,2,Rabi,7400.0,8069.0,343.110164608207
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2015-02-24,7110,8327,7969,39,859,8013.714285714285,7664.3,2,Rabi,7839.0,7589.0,347.7017300840592
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2015-02-24,7219,8528,8338,39,1119,8037.857142857143,7707.6,2,Rabi,8169.0,7039.0,348.03008193406805
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2015-02-25,7499,8588,8217,39,718,8094.714285714285,7764.2,2,Rabi,7819.0,6519.0,279.3610196687154
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2015-02-25,7277,8344,7903,39,626,8070.285714285715,7767.766666666666,2,Rabi,8074.0,7796.0,280.46189529532035
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2015-02-26,7477,8369,7987,39,510,8086.0,7777.7,2,Rabi,7877.0,7689.0,282.8430965064886
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2015-02-26,7587,8700,8411,39,824,8153.428571428572,7809.1,2,Rabi,7939.0,7469.0,299.20588575254493
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2015-02-27,7385,8293,8065,39,680,8127.142857142857,7817.466666666666,2,Rabi,8249.0,7814.0,302.83496510798324
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2015-02-27,7599,8888,8300,39,701,8174.428571428572,7851.833333333333,2,Rabi,7969.0,7269.0,296.8891681434654
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2015-03-02,7599,8899,8537,39,938,8202.857142857143,7886.433333333333,3,Summer,8338.0,7499.0,314.3246381703457
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2015-03-02,7255,8257,8006,39,751,8172.714285714285,7889.6,3,Summer,8217.0,7911.0,315.05835255907846
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2015-03-03,7591,8669,8419,39,828,8246.42857142857,7909.6,3,Summer,7903.0,7819.0,329.1510082118779
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2015-03-03,6969,7869,7534,39,565,8181.714285714285,7908.266666666666,3,Summer,7987.0,7574.0,330.6350142433153
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2015-03-04,7237,8134,7943,39,706,8114.857142857143,7922.433333333333,3,Summer,8411.0,7518.0,322.3375488556956
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2015-03-04,6923,7801,7469,39,546,8029.714285714285,7910.2,3,Summer,8065.0,7836.0,332.5338873060845
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2015-03-05,7059,8039,7720,39,661,7946.857142857143,7916.233333333334,3,Summer,8300.0,7539.0,327.16543145667
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2015-03-05,7499,8569,8290,39,791,7911.571428571428,7928.9,3,Summer,8537.0,7910.0,334.19634431232674
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2015-03-09,7399,8340,8019,39,620,7913.428571428572,7935.3,3,Summer,8006.0,7827.0,334.01601757999435
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2015-03-09,7019,7899,7645,39,626,7802.857142857143,7942.9,3,Summer,8419.0,7417.0,324.26791285963503
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2015-03-10,7013,8169,7591,39,578,7811.0,7937.8,3,Summer,7534.0,7744.0,328.67722349043044
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2015-03-10,7019,7537,7278,39,259,7716.0,7931.5,3,Summer,7943.0,7467.0,339.6410630712032
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2015-03-11,6999,7573,7288,39,289,7690.142857142857,7927.8,3,Summer,7469.0,7399.0,346.18366662002103
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2015-03-11,7099,8114,7686,39,587,7685.285714285715,7932.7,3,Summer,7720.0,7539.0,341.49934619011344
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2015-03-12,7569,8620,8094,39,525,7657.285714285715,7955.833333333333,3,Summer,8290.0,7400.0,327.38389185125953
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2015-03-12,6500,7568,7034,39,534,7516.571428571428,7929.0,3,Summer,8019.0,7839.0,367.7870448300575
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2015-03-13,6989,7691,7340,39,351,7473.0,7901.366666666667,3,Summer,7645.0,8169.0,380.07099911439616
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2015-03-13,7109,8419,7764,39,655,7497.714285714285,7899.533333333334,3,Summer,7591.0,7819.0,380.61427060543195
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2015-03-16,6399,7469,6934,39,535,7448.571428571428,7861.533333333334,3,Summer,7278.0,8074.0,417.6967001705098
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2015-03-16,7209,8409,7809,39,600,7523.0,7859.266666666666,3,Summer,7288.0,7877.0,417.7943672829168
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2015-03-17,7299,8499,7899,39,600,7553.428571428572,7857.933333333333,3,Summer,7686.0,7939.0,417.5949145328252
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2015-03-17,6690,7637,7163,39,473,7420.428571428572,7821.733333333334,3,Summer,8094.0,8249.0,429.42888563310635
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2015-03-18,6598,7669,7134,39,536,7434.714285714285,7793.9,3,Summer,7034.0,7969.0,446.2840714318547
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2015-03-18,7429,8539,7984,39,555,7526.714285714285,7782.1,3,Summer,7340.0,8338.0,435.9623006478962
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2015-03-19,7269,8609,7939,39,670,7551.714285714285,7772.833333333333,3,Summer,7764.0,8217.0,429.30313085385177
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2015-03-19,6939,7995,7467,39,528,7627.857142857143,7758.3,3,Summer,6934.0,7903.0,432.1154180109273
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2015-03-20,7445,8513,7979,39,534,7652.142857142857,7758.033333333334,3,Summer,7809.0,7987.0,431.97186078001306
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2015-03-20,6669,7770,7219,39,550,7555.0,7718.3,3,Summer,7899.0,8411.0,424.5979964869002
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2015-03-23,6606,7699,7152,39,546,7553.428571428572,7687.866666666667,3,Summer,7163.0,8065.0,431.55410683532716
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2015-03-23,7311,8469,7890,39,579,7661.428571428572,7674.2,3,Summer,7134.0,8300.0,417.77228577135287
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2015-03-24,7169,8139,7654,39,485,7614.285714285715,7644.766666666666,3,Summer,7984.0,8537.0,384.6839888328707
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2015-03-24,6493,7689,7091,39,598,7493.142857142857,7614.266666666666,3,Summer,7939.0,8006.0,391.27254222453575
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2015-03-25,6691,7771,7231,39,540,7459.428571428572,7574.666666666667,3,Summer,7467.0,8419.0,366.34187286753433
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2015-03-25,7181,8230,7706,39,525,7420.428571428572,7580.4,3,Summer,7979.0,7534.0,367.0287595609209
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2015-03-27,7289,8299,7794,39,505,7502.571428571428,7575.433333333333,3,Summer,7219.0,7943.0,362.93817116962873
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2015-03-27,6309,7569,6939,39,630,7472.142857142857,7557.766666666666,3,Summer,7152.0,7469.0,380.7594664146495
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2015-04-08,6439,7697,7068,39,629,7354.714285714285,7536.033333333334,4,Summer,7890.0,7720.0,389.6832031927674
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2015-04-08,7599,8599,8099,39,500,7418.285714285715,7529.666666666667,4,Summer,7654.0,8290.0,378.3351308884344
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2015-04-09,7055,7899,7509,39,454,7478.0,7512.666666666667,4,Summer,7091.0,8019.0,366.8738703990926
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2015-04-09,7699,8709,8489,39,790,7657.714285714285,7540.8,4,Summer,7231.0,7645.0,407.48457978016984
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2015-04-10,6569,7867,7218,39,649,7588.0,7528.366666666667,4,Summer,7706.0,7591.0,411.5701208394713
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2015-04-10,7669,8884,8276,39,607,7656.857142857143,7561.633333333333,4,Summer,7794.0,7278.0,430.53218737722375
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2015-04-13,7861,8865,8665,39,804,7903.428571428572,7607.533333333334,4,Summer,6939.0,7288.0,471.7801747989566
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2015-04-13,6919,7939,7739,39,820,7999.285714285715,7609.3,4,Summer,7068.0,7686.0,472.18320158818614
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2015-04-15,7039,7985,7639,39,600,7933.571428571428,7594.133333333333,4,Summer,8099.0,8094.0,463.30147579223734
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2015-04-15,7810,8939,8640,39,830,8095.142857142857,7647.666666666667,4,Summer,7509.0,7034.0,488.449788005174
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2015-04-16,7055,8000,7527,39,472,7957.714285714285,7653.9,4,Summer,8489.0,7340.0,485.5728469088578
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2015-04-16,7209,8674,8074,39,865,8080.0,7664.233333333334,4,Summer,7218.0,7764.0,491.261829432607
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2015-04-17,7309,8719,8099,39,790,8054.714285714285,7703.066666666667,4,Summer,8276.0,6934.0,477.39768236391484
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2015-04-17,7069,8069,7569,39,500,7898.142857142857,7695.066666666667,4,Summer,8665.0,7809.0,477.5721598000584
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2015-04-20,6899,7812,7355,39,456,7843.285714285715,7676.933333333333,4,Summer,7739.0,7899.0,479.88403292615584
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2015-04-20,7299,8899,8099,39,800,7909.0,7708.133333333333,4,Summer,7639.0,7163.0,475.72744539163506
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2015-04-21,6479,7799,7094,39,615,7688.142857142857,7706.8,4,Summer,8640.0,7134.0,477.44502481870984
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2015-04-21,7319,8499,7909,39,590,7742.714285714285,7704.3,4,Summer,7527.0,7984.0,476.13806676287726
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2015-04-22,6969,7812,7469,39,500,7656.285714285715,7688.633333333333,4,Summer,8074.0,7939.0,475.88157635344976
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2015-04-22,7349,8499,8161,39,812,7665.142857142857,7711.766666666666,4,Summer,8099.0,7467.0,481.57032524951126
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2015-04-23,7189,8355,7772,39,583,7694.142857142857,7704.866666666667,4,Summer,7569.0,7979.0,479.0858920423597
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2015-04-23,7094,8061,7577,39,483,7725.857142857143,7716.8,4,Summer,7355.0,7219.0,470.955990329868
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2015-04-27,7161,8214,7970,39,809,7707.428571428572,7744.066666666667,4,Summer,8099.0,7152.0,460.69639440318224
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2015-04-27,6499,7724,7330,39,831,7741.142857142857,7725.4,4,Summer,7094.0,7890.0,465.89532641186076
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2015-04-28,7339,8519,7929,39,590,7744.0,7734.566666666667,4,Summer,7909.0,7654.0,467.14574874948084
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2015-04-28,6100,7745,6922,39,822,7665.857142857143,7728.933333333333,4,Summer,7469.0,7091.0,476.10719839949553
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2015-04-29,6939,7935,7437,39,498,7562.428571428572,7735.8,4,Summer,8161.0,7231.0,470.126057930028
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2015-04-29,7200,8585,7893,39,693,7579.714285714285,7742.033333333334,4,Summer,7772.0,7706.0,470.9562893058994
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2015-04-30,7199,8490,7845,39,646,7618.0,7743.733333333334,4,Summer,7577.0,7794.0,471.242300464556
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2015-04-30,7014,8064,7539,39,525,7556.428571428572,7763.733333333334,4,Summer,7970.0,6939.0,448.0736495290693
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2015-05-04,7269,8039,7654,39,385,7602.714285714285,7783.266666666666,5,Summer,7330.0,7068.0,429.0679500348713
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2015-05-04,7299,8619,7959,39,660,7607.0,7778.6,5,Summer,7929.0,8099.0,426.2677319600267
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2015-05-06,7299,8699,7999,39,700,7760.857142857143,7794.933333333333,5,Summer,6922.0,7509.0,424.96693042403115
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2015-05-06,7004,8017,7510,39,506,7771.285714285715,7762.3,5,Summer,7437.0,8489.0,407.0423302565595
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2015-05-07,7317,8459,7888,39,571,7770.571428571428,7784.633333333333,5,Summer,7893.0,7218.0,394.3302906966695
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2015-05-07,6399,7987,7193,39,794,7677.428571428572,7748.533333333334,5,Summer,7845.0,8276.0,397.3571079826915
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2015-05-08,6398,7781,7089,39,691,7613.142857142857,7696.0,5,Summer,7539.0,8665.0,375.59919944096043
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2015-05-08,7019,8099,7559,39,540,7599.571428571428,7690.0,5,Summer,7654.0,7739.0,376.3256110301851
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2015-05-11,6600,7899,7249,39,649,7498.142857142857,7677.0,5,Summer,7959.0,7639.0,384.78914960686353
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2015-05-11,6416,7649,7032,39,616,7360.0,7623.4,5,Summer,7999.0,8640.0,357.0127593585818
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2015-05-12,7117,8191,7654,39,537,7380.571428571428,7627.633333333333,5,Summer,7510.0,7527.0,356.58296740545416
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2015-05-12,6689,7619,7154,39,465,7275.714285714285,7596.966666666666,5,Summer,7888.0,8074.0,356.43169131646226
