State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_Price,Max_Price,Modal_Price,Commodity_Code
Tamil Nadu,Erode,Anthiyur,Turmeric,Other,FAQ,11/08/2022,2800,3000,2900,39
Tamil Nadu,Erode,Anthiyur,Turmeric,Other,FAQ,15/10/2018,5700,7205,7055,39
Tamil Nadu,Erode,Anthiyur,Turmeric,Finger,FAQ,24/11/2016,7950,8050,8000,39
Tamil Nadu,Erode,Anthiyur,Turmeric,Finger,FAQ,17/11/2016,8889,9100,8995,39
Tamil Nadu,Erode,Anthiyur,Turmeric,Finger,FAQ,23/11/2016,7450,7550,7500,39
Tamil Nadu,Erode,Anthiyur,Turmeric,Other,FAQ,17/10/2018,7050,7205,7140,39
Tamil Nadu,Erode,Anthiyur,Turmeric,Other,FAQ,02/08/2022,1900,2000,2000,39
Tamil Nadu,Erode,Anthiyur,Turmeric,Other,FAQ,23/08/2022,5100,6650,5875,39
Tamil Nadu,Erode,Anthiyur,Turmeric,Other,FAQ,30/10/2018,7030,7060,7055,39
Tamil Nadu,Erode,Bhavani,Turmeric,Other,FAQ,24/06/2022,5500,8000,6500,39
Tamil Nadu,Erode,Bhavani,Turmeric,Other,FAQ,17/06/2022,5500,8000,6500,39
Tamil Nadu,Erode,Chithode,Turmeric,Bulb,FAQ,07/08/2019,5000,5200,5100,39
Tamil Nadu,Erode,Chithode,Turmeric,Bulb,FAQ,08/08/2019,5500,6700,6100,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,03/05/2024,9000,17455,13227,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,14/05/2024,9500,10000,9850,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,19/05/2024,13000,18000,15000,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,08/01/2024,8522,15997,12500,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,23/01/2024,11500,12000,11750,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,30/01/2024,14624,14626,14625,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,13/02/2024,6561,11500,9030,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,25/02/2024,8125,12700,10412,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,08/03/2024,8199,13005,10602,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,12/03/2024,8000,19345,13672,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,20/03/2024,7500,18000,12750,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,25/03/2024,10000,10070,10035,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,05/04/2024,14900,15200,15050,39
Tamil Nadu,Erode,Chithode,Turmeric,Bulb,FAQ,15/07/2020,4655,5950,5277,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,31/08/2020,4689,5705,5197,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,01/12/2020,4500,6500,5500,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,04/07/2022,5500,7400,6450,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,05/07/2022,4669,6819,5744,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,06/07/2022,5495,6831,6163,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,09/08/2022,7000,7173,7100,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,12/08/2022,5000,7139,6069,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,24/08/2022,5980,8000,6990,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,30/08/2022,4525,7800,6162,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,06/10/2022,5800,6000,5900,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,25/10/2022,6999,7001,7000,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,26/10/2022,4750,6959,5854,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,02/11/2022,5605,7000,6302,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,12/01/2023,5000,8973,6986,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,14/02/2023,6005,7000,6502,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,04/03/2023,7044,7369,7206,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,01/08/2023,8500,13999,11249,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,10/08/2023,5248,10000,7624,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,11/08/2023,8000,9000,8500,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,04/10/2023,8767,13158,10962,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,25/10/2023,6101,6301,6201,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,06/11/2023,6233,14300,10266,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,10/12/2023,7000,8625,8350,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,18/12/2023,10117,10206,10161,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,19/12/2023,6902,12006,9454,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,16/05/2022,5000,9000,7000,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,20/07/2022,4512,6803,5652,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,23/07/2022,7200,7400,7300,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,16/08/2022,7285,8500,7892,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,22/08/2022,5400,8066,6703,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,05/09/2022,5050,5055,5052,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,21/10/2022,6105,6520,6295,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,10/11/2022,5200,5800,5596,39
Tamil Nadu,Erode,Chithode,Turmeric,Bulb,FAQ,14/07/2020,5265,5903,5584,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,27/12/2020,4875,4930,4902,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,16/11/2021,5000,7602,6301,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,17/11/2021,5982,5984,5983,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,23/11/2021,5000,6000,5500,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,28/11/2021,4870,5065,4968,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,16/12/2021,5499,5501,5500,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,02/05/2024,10009,16800,13404,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,11/06/2024,10000,16609,13304,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,04/01/2024,6004,10000,8002,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,28/01/2024,7450,9000,8225,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,08/02/2024,8729,11722,10225,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,23/02/2024,10000,13000,11500,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,24/02/2024,10198,13004,11601,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,05/03/2024,8000,16000,12000,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,06/03/2024,8169,12500,10334,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,15/03/2024,9243,19702,14492,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,27/03/2024,8025,17008,12516,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,03/04/2024,9600,15897,12748,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,22/01/2024,7975,8050,8000,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,06/02/2024,6575,13320,8256,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,22/02/2024,7318,11337,9327,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,19/01/2023,4650,5000,4825,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,22/04/2023,4800,5000,4900,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,09/05/2023,4156,5756,4956,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,10/05/2023,4900,6455,5677,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,18/10/2023,8586,11800,10193,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,01/11/2023,11643,12500,12071,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,03/11/2023,6198,8750,7474,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,25/11/2023,6041,8050,7046,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,29/11/2023,5500,9000,7250,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,12/12/2023,8000,12001,10001,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,21/12/2023,5930,10500,8215,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,22/11/2021,6815,7015,6915,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,02/12/2021,4500,8500,6500,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,28/12/2021,5000,8129,6564,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,30/12/2021,5001,9753,7377,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,19/01/2022,4930,5500,5215,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,17/05/2022,5000,8950,6975,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,13/06/2022,4825,4935,4880,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,20/06/2022,5000,6100,5500,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,10/07/2022,5784,6950,6362,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,18/07/2022,3000,3333,3100,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,01/08/2022,4503,6255,5009,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,02/08/2022,5200,8100,6650,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,08/08/2022,6550,8000,7275,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,10/08/2022,4595,7546,6070,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,20/08/2022,4760,6699,5729,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,23/08/2022,5004,7506,6255,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,31/08/2022,5700,5800,5750,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,03/09/2022,4432,8000,6002,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,26/09/2022,4050,4225,4132,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,28/09/2022,4000,8130,6065,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,07/10/2022,6500,7000,6600,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,20/10/2022,6000,6881,6400,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,28/10/2022,4699,4701,4700,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,31/10/2022,5115,6689,5902,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,01/11/2022,6000,7500,6750,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,09/11/2022,5202,7196,6199,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,18/12/2022,4445,4638,4541,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,10/01/2023,4025,6050,5038,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,18/01/2023,7008,7357,7182,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,29/01/2023,3600,4725,4162,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,13/02/2023,4115,8316,6215,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,08/03/2023,5011,7119,6065,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,28/03/2023,6400,8421,7410,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,11/05/2023,4378,7031,5704,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,09/08/2023,5300,14300,10575,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,19/09/2023,11029,11031,11030,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,26/09/2023,12429,12500,12464,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,19/10/2023,10009,12500,11254,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,24/10/2023,10001,12001,11001,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,07/11/2023,6201,11689,7445,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,20/11/2023,10999,11001,11000,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,23/11/2023,8253,13608,10957,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,30/11/2023,10501,12505,11503,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,06/12/2023,8500,14296,11398,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,07/12/2023,8415,10571,9493,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,17/12/2023,9999,10001,10000,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,26/12/2023,6070,12998,9534,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,01/06/2024,12500,16500,14000,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,07/06/2024,17989,17991,17990,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,13/05/2024,16509,17027,16768,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,15/05/2024,8701,18000,13350,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,23/05/2024,12208,15696,13592,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,28/05/2024,14010,14115,14062,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,02/06/2024,12900,17069,14984,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,13/06/2024,9020,17500,13260,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,17/06/2024,14802,14804,14803,39
Tamil Nadu,Erode,Chithode,Turmeric,Bulb,FAQ,16/07/2020,4819,5502,5160,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,13/08/2020,4699,5000,4849,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,26/08/2020,4106,5110,4608,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,28/12/2020,5698,5700,5699,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,10/01/2024,7666,12747,10206,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,31/01/2024,7000,12599,9799,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,19/02/2024,12859,13340,13099,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,17/03/2024,7800,20309,14054,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,18/03/2024,16698,16700,16699,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,19/03/2024,9629,19501,14565,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,22/03/2024,9250,19049,14149,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,29/03/2024,10035,19959,14997,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,09/04/2024,8159,17469,12814,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,17/08/2020,4603,6375,5489,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,13/10/2020,4349,5703,5026,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,09/05/2024,10021,17178,13599,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,11/05/2024,10500,16000,12500,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,21/05/2024,10299,10301,10300,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,15/06/2024,16188,16189,16188,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,09/01/2024,6011,6501,6256,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,18/01/2024,8799,12804,10801,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,04/03/2024,13000,13500,13250,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,14/03/2024,7800,20309,14054,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,21/03/2024,7580,17212,12360,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,04/04/2024,10499,10501,10500,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,16/04/2024,9041,15300,12170,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,03/01/2023,5369,5639,5504,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,20/01/2023,5001,7903,6452,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,31/01/2023,4535,7100,5817,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,19/02/2023,4075,4125,4100,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,22/02/2023,4000,6944,5472,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,26/02/2023,4030,4080,4055,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,13/03/2023,3525,6300,4912,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,27/03/2023,5000,6300,5650,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,23/04/2023,4800,5000,4900,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,08/08/2023,13502,14350,13901,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,20/10/2023,5399,12500,8949,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,08/11/2023,6278,6280,6279,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,15/11/2023,7900,12500,10461,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,24/11/2023,6031,9749,7890,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,26/11/2023,8049,8051,8050,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,27/11/2023,8000,8801,8400,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,28/11/2023,11999,12001,12000,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,05/12/2023,6216,12000,9108,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,08/12/2023,8000,13000,10500,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,29/12/2023,6011,6013,6012,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,31/05/2022,5035,7700,6367,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,01/06/2022,5300,7600,6450,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,17/07/2022,4780,4945,4862,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,26/07/2022,5389,7069,6229,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,15/08/2022,6405,6610,6507,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,01/09/2022,4083,4180,4131,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,27/09/2022,7070,7072,7071,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,15/11/2021,5400,8067,6733,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,21/11/2021,6825,7005,6915,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,01/12/2021,5001,7600,6300,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,27/12/2021,5001,8702,6851,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,29/12/2021,6109,7529,6819,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,25/11/2021,5000,8000,6500,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,26/11/2021,5000,7998,6498,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,14/12/2021,6700,7629,7164,39
Tamil Nadu,Erode,Chithode,Turmeric,Bulb,FAQ,09/07/2020,4862,5202,5032,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,18/08/2020,5010,5765,5387,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,19/08/2020,4369,5979,5174,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,01/09/2020,5000,5760,5380,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,30/11/2020,4560,4985,4772,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,02/12/2020,4950,6500,5725,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,03/12/2020,5105,6500,5790,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,10/05/2024,12301,16589,14445,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,12/05/2024,11000,16000,12500,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,16/05/2024,10052,17405,13728,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,17/05/2024,15011,15710,15360,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,18/05/2024,13502,17599,15000,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,05/06/2024,10030,16732,13381,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,19/01/2024,6154,11123,8077,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,26/01/2024,7001,7003,7002,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,29/01/2024,9100,15000,12050,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,02/02/2024,8500,13500,11000,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,09/02/2024,7100,13828,10484,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,12/02/2024,8660,13559,11109,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,16/02/2024,13999,14001,14000,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,26/02/2024,8759,14111,11435,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,01/03/2024,8036,13545,10790,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,07/03/2024,8300,14011,11155,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,23/03/2024,15520,16459,15989,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,26/03/2024,15000,19999,17499,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,07/04/2024,12006,12700,12353,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,22/04/2024,10480,11125,10802,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,18/01/2022,6819,7800,7309,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,21/06/2022,6100,7200,6650,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,28/06/2022,4502,5100,4801,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,29/06/2022,7000,7269,7100,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,09/07/2022,6569,7629,7099,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,11/07/2022,4580,5085,4832,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,16/07/2022,4500,5799,5150,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,21/07/2022,4775,6899,5837,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,28/07/2022,5500,7539,6519,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,05/08/2022,5850,7600,6725,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,25/09/2022,4830,5010,4920,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,08/11/2022,7500,7600,7550,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,19/12/2022,4939,6700,5819,39
Tamil Nadu,Erode,Chithode,Turmeric,Other,FAQ,17/12/2022,5500,7800,6150,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,06/01/2023,6397,7005,6701,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,11/01/2023,6802,7165,6983,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,30/01/2023,5000,6504,5752,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,08/02/2023,4155,6200,5177,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,24/02/2023,6000,6800,6400,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,27/02/2023,6535,8469,7502,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,06/03/2023,5500,7558,6529,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,07/03/2023,5500,7558,6529,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,09/03/2023,6400,6500,6450,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,14/03/2023,4000,6250,5125,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,06/05/2023,5959,6039,5999,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,02/11/2023,6259,12005,9132,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,04/11/2023,6201,11700,8950,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,09/11/2023,9316,11802,10555,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,14/11/2023,8050,8825,8475,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,16/11/2023,12013,13003,12508,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,17/11/2023,6523,12969,9746,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,01/12/2023,12280,14296,13288,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,04/12/2023,10000,11900,10950,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,09/12/2023,7000,8625,8350,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,13/12/2023,12999,13005,13002,39
Tamil Nadu,Erode,Chithode,Turmeric,Finger,FAQ,14/12/2023,8161,15200,11680,39
