State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_Price,Max_Price,Modal_Price,Commodity_Code
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,12/02/2024,14298,14299,14299,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,20/02/2024,11399,11399,11399,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,26/02/2024,9899,13229,11589,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,09/03/2024,9839,15114,12786,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,18/03/2024,10808,18399,14591,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,11/04/2024,10129,16388,13469,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,26/04/2024,11511,18643,15289,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,28/04/2024,11511,18643,15289,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,30/04/2024,12069,18309,15189,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,07/01/2021,4969,5809,5399,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,21/01/2021,4369,5429,4899,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,04/02/2021,5639,6799,6296,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,23/02/2021,6160,7479,6899,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,02/03/2021,6829,7669,7326,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,04/03/2021,5022,6899,5961,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,09/03/2021,6729,8609,7533,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,22/03/2021,5829,8299,7222,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,23/03/2021,5919,8199,6859,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,25/03/2021,5891,8299,7217,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,16/04/2021,6314,7559,6899,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,19/04/2021,6366,8599,7094,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,21/04/2021,6219,7699,7025,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,22/04/2021,6799,8009,7309,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,26/04/2021,6109,7609,6860,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,30/04/2021,6006,7502,6653,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,02/07/2021,6212,7469,6922,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,06/07/2021,6089,7569,6902,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,08/07/2021,5802,7113,6453,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,09/07/2021,6039,7339,6639,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,19/07/2021,5611,6669,6169,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,17/08/2021,5890,6887,6166,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,26/08/2021,5855,6727,6202,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,27/08/2021,5602,6660,6106,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,09/09/2021,5320,6589,5919,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,15/09/2021,5169,6299,5599,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,21/09/2021,5166,6494,5889,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,29/09/2021,5759,6859,6389,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,08/10/2021,5529,6699,6099,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,08/12/2021,6009,7780,6789,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,24/12/2021,6152,8369,7199,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,11/01/2021,5136,6399,5680,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,27/01/2021,5959,6200,6080,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,29/01/2021,5409,6499,5884,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,08/02/2021,6359,7614,7100,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,22/02/2021,6629,8230,7886,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,24/02/2021,7549,8129,7839,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,05/03/2021,7366,9091,8100,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,09/03/2021,7308,9214,8616,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,23/03/2021,6091,8891,7094,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,25/03/2021,6369,8700,7611,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,30/03/2021,7314,8766,8194,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,31/03/2021,6631,8900,8169,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,15/04/2021,6811,8659,8094,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,21/04/2021,6599,8429,7509,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,22/04/2021,7336,9000,8189,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,24/06/2021,6609,8129,7564,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,08/07/2021,6119,7476,6714,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,16/07/2021,6110,7339,6870,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,19/07/2021,6100,7419,6869,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,22/07/2021,6402,7660,7077,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,27/07/2021,6239,7439,6759,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,29/07/2021,5679,6529,6209,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,09/08/2021,6257,7419,6924,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,23/08/2021,6099,7329,6639,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,31/08/2021,6169,7394,6859,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,13/09/2021,6199,7529,6699,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,21/09/2021,6060,7469,6631,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,24/09/2021,5902,7209,6499,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,04/10/2021,5607,7059,6211,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,06/10/2021,5900,7219,6649,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,08/10/2021,5839,7299,6569,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,01/11/2021,6589,7714,7074,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,11/11/2021,6099,7801,7119,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,12/11/2021,6266,7619,6903,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,03/12/2021,7099,8599,7849,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,09/12/2021,5699,7879,6699,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,20/12/2021,7119,8799,7999,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,28/12/2021,6699,8700,7777,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,31/12/2021,6655,8809,7889,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,09/01/2020,5411,6589,5889,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,24/01/2020,5499,6519,5899,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,27/01/2020,5160,6289,5529,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,04/02/2020,5189,6310,5904,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,06/02/2020,4747,5699,5109,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,12/02/2020,5107,6239,5769,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,18/02/2020,4636,5759,5373,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,19/02/2020,4099,5899,5346,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,28/02/2020,5411,6499,5814,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,04/03/2020,5009,6139,5639,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,09/03/2020,4307,5469,4885,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,17/03/2020,4839,5800,5319,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,19/03/2020,5230,6569,5989,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,22/04/2020,5310,6399,5855,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,08/05/2020,5065,6199,5596,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,13/05/2020,4625,5969,5569,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,14/05/2020,4739,5884,5469,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,18/05/2020,5155,5957,5617,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,19/05/2020,4629,5706,5019,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,20/05/2020,4859,5769,5269,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,27/05/2020,4369,5499,5091,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,05/06/2020,4899,5739,5300,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,17/06/2020,5029,6299,5699,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,22/07/2020,4791,5645,5144,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,24/07/2020,4900,5814,5489,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,06/08/2020,4610,5519,5099,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,12/08/2020,4899,5600,5129,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,20/08/2020,4339,5589,5001,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,24/08/2020,4755,5469,5069,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,26/08/2020,4779,5635,5219,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,27/08/2020,4699,5656,5106,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,08/09/2020,4823,5650,5116,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,22/09/2020,4640,5869,5339,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,23/09/2020,4899,5900,5469,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,24/09/2020,4590,5799,5369,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,29/09/2020,4508,5769,5269,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,06/10/2020,4539,5499,5099,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,08/10/2020,4961,5699,5169,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,19/10/2020,4656,5539,5098,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,23/10/2020,4789,5834,5399,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,03/11/2020,4700,5789,5193,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,17/11/2020,3255,4213,3734,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,23/11/2020,4699,5269,4899,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,24/11/2020,4700,5709,5299,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,02/12/2020,4639,5799,5399,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,10/12/2020,4939,5829,5399,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,21/12/2020,4969,5739,5354,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,22/01/2020,5347,6597,5972,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,06/02/2020,5289,6499,5789,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,11/02/2020,5299,6197,5693,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,19/02/2020,4169,6000,5607,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,20/02/2020,5274,6394,5869,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,26/02/2020,5469,6729,6326,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,04/03/2020,5709,6812,6263,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,13/03/2020,5656,6507,6069,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,19/03/2020,5797,7099,6514,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,12/05/2020,5105,6199,5769,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,14/05/2020,5011,6109,5649,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,21/05/2020,5189,6344,5974,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,22/05/2020,5059,6169,5511,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,27/05/2020,4766,6014,5639,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,29/05/2020,4911,6255,5599,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,10/06/2020,5399,6629,6166,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,16/06/2020,5219,6329,5869,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,17/07/2020,5014,6165,5599,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,12/08/2020,5156,6129,5539,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,13/08/2020,4899,6129,5699,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,04/09/2020,4869,6066,5500,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,09/09/2020,5109,5942,5499,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,17/09/2020,5269,6464,5858,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,21/09/2020,5059,6029,5511,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,22/09/2020,4711,5869,5399,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,23/09/2020,5329,6499,5859,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,05/10/2020,4720,5711,5211,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,19/10/2020,4766,5789,5278,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,23/10/2020,5199,6059,5592,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,06/11/2020,5199,6399,5869,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,10/11/2020,5009,6066,5697,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,11/11/2020,4858,6159,5729,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,26/11/2020,5199,6332,5713,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,02/12/2020,4822,6089,5639,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,10/12/2020,5059,6031,5545,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,21/12/2020,5122,6199,5649,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,22/12/2020,4905,6169,5469,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,24/12/2020,5114,6249,5669,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,18/02/2022,5323,7469,6416,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,21/02/2022,5511,7489,6729,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,22/02/2022,5520,7389,6455,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,02/03/2022,5501,7459,6394,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,08/03/2022,5254,6774,6014,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,10/03/2022,5561,7159,6369,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,14/03/2022,6319,7599,6674,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,04/04/2022,6529,7309,6919,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,06/04/2022,6333,7679,7006,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,08/04/2022,6399,7969,7184,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,27/04/2022,6159,7219,6689,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,28/04/2022,6269,7059,6664,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,18/05/2022,5169,6569,5822,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,19/05/2022,5612,6536,6074,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,11/07/2022,4466,6199,5429,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,22/07/2022,5690,6769,6230,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,25/07/2022,5209,6829,6019,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,28/07/2022,5309,6756,6002,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,04/08/2022,5089,6699,5750,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,22/08/2022,5058,6769,5929,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,24/08/2022,5402,6759,6099,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,07/09/2022,5255,6755,6496,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,12/09/2022,4710,6669,5809,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,16/09/2022,5099,6829,5930,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,20/09/2022,4880,6699,5880,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,21/09/2022,4775,6730,5969,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,29/09/2022,5129,6909,6019,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,06/10/2022,5001,6540,5771,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,10/10/2022,4569,6360,5589,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,17/10/2022,5180,6789,5960,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,21/10/2022,5699,6779,6239,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,04/11/2022,5280,6839,6103,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,06/12/2022,4359,6689,5369,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,07/12/2022,5009,6969,5989,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,16/12/2022,5320,7005,6499,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,28/12/2022,5239,6969,6080,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,03/01/2022,6699,8541,7559,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,11/01/2022,6786,9019,8539,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,27/01/2022,6159,8569,7059,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,28/01/2022,6665,8679,7669,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,01/02/2022,5800,8269,7089,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,03/03/2022,5884,8209,7109,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,05/04/2022,6559,8439,7499,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,26/04/2022,6439,8210,7325,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,10/05/2022,5150,7639,6395,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,30/05/2022,5569,7346,6469,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,19/07/2022,6012,7699,6740,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,20/07/2022,5889,8069,7159,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,21/07/2022,5680,7919,7019,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,29/07/2022,5602,8302,7055,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,08/08/2022,5569,7902,7142,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,16/08/2022,5442,7419,6502,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,17/08/2022,5696,8212,7119,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,13/09/2022,5269,7411,6691,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,19/09/2022,5534,7729,6645,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,28/09/2022,5769,7444,6614,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,13/10/2022,5303,7455,6379,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,20/10/2022,5689,7955,6969,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,28/10/2022,5834,7355,6595,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,02/11/2022,4729,7499,6134,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,03/11/2022,5616,8014,7144,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,11/11/2022,5580,7819,6931,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,15/11/2022,6019,8179,7044,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,24/11/2022,5809,8199,7199,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,30/11/2022,5669,8199,7059,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,08/12/2022,5759,7814,7033,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,13/12/2022,5799,6839,6359,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,20/12/2022,5089,6660,6099,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,21/12/2022,6389,8236,7339,39
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,26/12/2022,5139,6499,5869,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,17/01/2018,5891,7145,6891,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,20/02/2018,6108,7177,6539,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,08/03/2018,5811,6769,6394,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,12/03/2018,5889,7099,6399,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,14/03/2018,5981,7064,6599,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,28/03/2018,6134,7269,6702,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,19/04/2018,6099,7139,6705,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,25/04/2018,6389,7389,6869,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,17/05/2018,7014,8157,7699,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,18/05/2018,7099,8130,7609,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,22/05/2018,6459,7359,6899,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,24/05/2018,6899,8219,7644,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,29/05/2018,6699,7530,7009,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,30/05/2018,6756,7796,7399,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,04/06/2018,6755,7437,7099,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,06/06/2018,6058,7099,6699,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,19/06/2018,6539,7580,7060,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,28/06/2018,6881,7694,7269,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,29/06/2018,6674,7560,7050,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,02/07/2018,6199,7171,6674,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,10/07/2018,6639,7489,7029,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,23/07/2018,6509,7396,6953,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,25/07/2018,6400,7440,6840,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,31/07/2018,6229,7499,7064,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,06/08/2018,6399,7470,6894,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,30/08/2018,5789,6788,6389,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,06/09/2018,5959,6937,6539,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,17/09/2018,5399,6364,5614,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,25/09/2018,5769,7149,6459,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,26/09/2018,5949,6691,6320,39
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,27/09/2018,5369,6399,5989,39
