state,district,market,commodity,variety,grade,arrival_date,min_price,max_price,modal_price,commodity_code,price_spread
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,2016-07-04,7399,8489,7944,39,545
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2016-07-05,7299,8410,7980,39,681
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2016-07-05,7354,9100,8880,39,1526
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,2016-07-08,7377,8344,7996,39,619
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2016-07-08,7560,8520,7990,39,430
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,2016-07-08,7709,8863,8493,39,784
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2016-07-08,7899,9090,8570,39,671
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2016-07-11,7543,9001,8590,39,1047
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,2016-07-11,7899,8889,8699,39,800
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,2016-07-11,7499,8403,8036,39,537
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2016-07-11,7306,8039,7590,39,284
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,2016-07-12,7699,8939,8519,39,820
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,2016-07-12,7560,8473,8099,39,539
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2016-07-12,7044,8110,7590,39,546
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2016-07-12,7129,9099,8500,39,1371
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,2016-07-13,7788,9109,8650,39,862
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2016-07-13,7088,8391,7590,39,502
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,2016-07-13,7669,8473,8049,39,380
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,2016-07-14,7579,9027,8659,39,1080
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2016-07-14,7100,8439,8055,39,955
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2016-07-14,7355,9214,8545,39,1190
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,2016-07-14,7529,8439,8001,39,472
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,2016-07-15,7669,9099,8649,39,980
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,2016-07-15,7339,8426,8010,39,671
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2016-07-15,7049,8519,8055,39,1006
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2016-07-15,7298,9419,8959,39,1661
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2016-07-18,7790,9099,8565,39,775
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2016-07-18,7699,8499,8050,39,351
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,2016-07-18,7799,9064,8664,39,865
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,2016-07-18,7673,8489,8081,39,408
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,2016-07-19,7467,8473,8017,39,550
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,2016-07-19,7591,9114,8757,39,1166
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2016-07-19,7469,8539,8050,39,581
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2016-07-19,7699,9269,8950,39,1251
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,2016-07-20,7485,8509,8069,39,584
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2016-07-20,7409,8688,8150,39,741
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,2016-07-20,7509,9324,8883,39,1374
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2016-07-20,7544,9521,9055,39,1511
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,2016-07-21,7667,9349,8889,39,1222
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,2016-07-21,7447,8569,8109,39,662
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2016-07-21,7489,8599,8055,39,566
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2016-07-21,7644,9569,9099,39,1455
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,2016-07-22,7713,8569,8133,39,420
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,2016-07-22,7764,9513,9040,39,1276
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,2016-07-25,7714,9216,8794,39,1080
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,2016-07-25,7634,9216,8061,39,427
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2016-07-25,7738,9300,8989,39,1251
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2016-07-25,7499,8577,8159,39,660
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2016-07-26,7119,8588,8025,39,906
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,2016-07-26,7150,8493,8089,39,939
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2016-07-26,7279,9244,8889,39,1610
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,2016-07-26,7391,8915,8560,39,1169
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2016-07-27,7199,8399,7959,39,760
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,2016-07-27,7395,8589,8119,39,724
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,2016-07-27,7509,9177,8899,39,1390
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,2016-07-28,7793,9399,8861,39,1068
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,2016-07-28,7539,8609,8199,39,660
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2016-07-28,7499,9270,8848,39,1349
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2016-07-28,7269,8412,8050,39,781
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,2016-07-29,7599,8569,8199,39,600
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,2016-07-29,7789,9447,8955,39,1166
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2016-08-01,7239,8511,8191,39,952
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,2016-08-01,7660,8574,8289,39,629
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2016-08-01,7434,9286,8854,39,1420
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,2016-08-01,7780,9344,8874,39,1094
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,2016-08-03,7519,9259,8817,39,1298
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2016-08-03,7389,8506,8059,39,670
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2016-08-03,7609,9329,8909,39,1300
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,2016-08-03,7369,8489,8091,39,722
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,2016-08-04,7519,9389,8829,39,1310
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,2016-08-04,7469,8569,8099,39,630
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2016-08-04,7739,9356,8958,39,1219
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2016-08-04,7509,8514,8125,39,616
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2016-08-05,7509,9429,9049,39,1540
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,2016-08-05,7337,8549,8039,39,702
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,2016-08-05,7414,9411,8811,39,1397
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2016-08-05,7439,8577,8131,39,692
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,2016-08-08,7869,8649,8139,39,270
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2016-08-08,7556,9466,9045,39,1489
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,2016-08-08,7899,9667,9259,39,1360
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2016-08-08,7355,8456,8033,39,678
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2016-08-09,7496,8599,8149,39,653
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2016-08-09,7646,9559,9145,39,1499
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,2016-08-09,7487,8574,8107,39,620
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,2016-08-09,7597,9399,8855,39,1258
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,2016-08-10,7311,8589,8055,39,744
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2016-08-10,7399,8599,8126,39,727
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2016-08-10,7566,9433,9021,39,1455
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,2016-08-10,7511,9377,8899,39,1388
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2016-08-11,7329,9369,8949,39,1620
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2016-08-11,7239,8269,7789,39,550
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,2016-08-11,7319,9399,8789,39,1470
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,2016-08-11,7229,8593,8033,39,804
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2016-08-12,7063,8399,7848,39,785
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,2016-08-12,7543,8593,8033,39,490
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,2016-08-12,7574,9499,9019,39,1445
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2016-08-12,7189,9561,9151,39,1962
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2016-08-16,7444,9534,9099,39,1655
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,2016-08-16,7011,8436,8093,39,1082
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,2016-08-16,7339,9166,8829,39,1490
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2016-08-16,7299,8477,8011,39,712
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,2016-08-17,7014,8099,7643,39,629
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2016-08-17,7538,8869,8436,39,898
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2016-08-17,7323,7957,7545,39,222
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,2016-08-17,7169,8919,8669,39,1500
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,2016-08-19,7566,9377,8799,39,1233
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,2016-08-19,7403,8311,7899,39,496
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,2016-08-22,7299,8939,8689,39,1390
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2016-08-22,7069,8011,7599,39,530
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,2016-08-22,7014,8139,7703,39,689
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2016-08-22,7134,8911,8421,39,1287
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,2016-08-23,7143,8116,7899,39,756
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,2016-08-23,7179,8699,8239,39,1060
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,2016-08-24,7699,8779,8269,39,570
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,2016-08-24,7060,8155,7573,39,513
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2016-08-26,7022,7817,7444,39,422
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2016-08-26,7696,8515,8131,39,435
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,2016-08-26,6966,7789,7499,39,533
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,2016-08-26,7114,8696,8266,39,1152
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,2016-08-29,7010,8269,7901,39,891
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,2016-08-29,7119,8689,8224,39,1105
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2016-08-29,7139,8277,7798,39,659
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2016-08-29,7232,8711,8343,39,1111
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,2016-08-30,7369,8729,8371,39,1002
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2016-08-30,7255,7788,7325,39,70
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2016-08-30,7406,8615,8414,39,1008
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,2016-08-30,7099,7891,7429,39,330
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2016-08-31,7129,7469,7214,39,85
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2016-08-31,7318,8849,8474,39,1156
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,2016-08-31,6999,7899,7459,39,460
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,2016-08-31,4559,8084,7259,39,2700
Tamil Nadu,Erode,Punchaipuliyampatti,Turmeric,Other,FAQ,2016-09-01,5900,6000,5950,39,50
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2016-09-01,7188,8649,8252,39,1064
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2016-09-01,6889,7911,7521,39,632
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,2016-09-01,6889,7899,7449,39,560
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,2016-09-01,7171,8739,8339,39,1168
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2016-09-02,7408,9099,8654,39,1246
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,2016-09-02,7169,8109,7709,39,540
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,2016-09-02,7469,8919,8599,39,1130
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2016-09-02,7134,8214,7824,39,690
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,2016-09-07,7309,8898,8055,39,746
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2016-09-07,7214,8822,8411,39,1197
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,2016-09-07,7269,8159,7709,39,440
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2016-09-07,7056,7709,7452,39,396
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,2016-09-08,7089,8589,8161,39,1072
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2016-09-08,7056,7709,7425,39,369
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,2016-09-08,6979,7899,7509,39,530
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2016-09-08,7214,8822,8425,39,1211
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,2016-09-09,6969,7599,7369,39,400
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,2016-09-09,7099,8359,7899,39,800
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2016-09-09,6993,7588,7123,39,130
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2016-09-09,7293,9011,8569,39,1276
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,2016-09-12,6411,7399,6889,39,478
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2016-09-12,6666,7599,7124,39,458
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2016-09-12,7298,8421,8024,39,726
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,2016-09-12,7159,8199,7709,39,550
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2016-09-14,7198,8469,8013,39,815
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,2016-09-14,6449,7609,7209,39,760
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2016-09-14,6549,7559,7150,39,601
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,2016-09-14,7097,8519,8066,39,969
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2016-09-15,7388,7814,7456,39,68
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,2016-09-15,7669,8519,8099,39,430
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,2016-09-15,7209,7809,7509,39,300
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2016-09-15,7699,8569,8123,39,424
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2016-09-19,7355,8629,8245,39,890
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,2016-09-19,7327,8547,8129,39,802
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,2016-09-19,6899,7900,7569,39,670
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2016-09-19,6529,7315,6983,39,454
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2016-09-20,6289,7669,7198,39,909
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2016-09-20,6555,8699,8189,39,1634
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,2016-09-20,8129,9005,8412,39,283
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,2016-09-20,7569,8188,7605,39,36
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,2016-09-21,7569,8188,7605,39,36
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,2016-09-21,8129,9005,8412,39,283
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2016-09-21,6322,7655,7298,39,976
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2016-09-21,7299,8648,8158,39,859
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,2016-09-22,6899,7889,7569,39,670
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,2016-09-22,7089,8689,8369,39,1280
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2016-09-22,6355,7779,7421,39,1066
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2016-09-22,6555,9209,8853,39,2298
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,2016-09-23,7289,8819,8469,39,1180
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,2016-09-23,6989,7989,7527,39,538
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2016-09-23,6269,7849,7421,39,1152
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2016-09-23,6598,9289,8789,39,2191
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,2016-09-26,6309,7699,7137,39,828
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2016-09-26,6319,7727,7352,39,1033
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,2016-09-26,6676,8555,8019,39,1343
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2016-09-26,7144,8825,8421,39,1277
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,2016-09-27,6879,7809,7409,39,530
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2016-09-27,7155,8789,8352,39,1197
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,2016-09-27,6948,8479,8109,39,1161
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2016-09-27,7069,8014,7565,39,496
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,2016-09-28,7009,7943,7561,39,552
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,2016-09-28,7491,8569,8066,39,575
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,2016-09-29,7189,8207,7896,39,707
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2016-09-29,7233,8000,7569,39,336
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,2016-09-29,7399,8839,8449,39,1050
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2016-09-29,7444,9009,8569,39,1125
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,2016-09-30,7149,8069,7889,39,740
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2016-09-30,7433,9175,8675,39,1242
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,2016-09-30,7438,8806,8480,39,1042
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2016-09-30,7189,8109,7659,39,470
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,2016-10-03,7678,8514,8069,39,391
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2016-10-03,5319,7899,7488,39,2169
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,2016-10-03,7199,8243,7867,39,668
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2016-10-03,5508,8929,8478,39,2970
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,2016-10-04,7639,8719,8459,39,820
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2016-10-04,6134,8041,7564,39,1430
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,2016-10-04,7190,8189,7769,39,579
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2016-10-04,6539,9089,8565,39,2026
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2016-10-05,6788,9089,8559,39,1771
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2016-10-05,6589,8109,7659,39,1070
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,2016-10-06,7419,8800,8494,39,1075
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,2016-10-06,7077,7996,7519,39,442
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2016-10-06,6299,8009,7589,39,1290
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2016-10-06,6611,9129,8751,39,2140
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,2016-10-07,7396,8191,7836,39,440
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2016-10-07,6222,8028,7651,39,1429
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,2016-10-07,7469,9009,8629,39,1160
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2016-10-07,6550,9089,8569,39,2019
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2016-10-13,7155,7699,7315,39,160
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,2016-10-13,7068,7500,7318,39,250
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2016-10-13,7218,8855,8425,39,1207
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,2016-10-13,7189,8279,7889,39,700
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2016-10-14,7541,8719,8364,39,823
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,2016-10-14,6889,7944,7580,39,691
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2016-10-14,7289,7808,7451,39,162
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,2016-10-14,7319,8489,8034,39,715
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2016-10-17,6898,7999,7525,39,627
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2016-10-17,7169,8866,8454,39,1285
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,2016-10-17,7209,7869,7456,39,247
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,2016-10-17,7514,8697,8244,39,730
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,2016-10-18,6873,7569,7209,39,336
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,2016-10-18,7237,8666,8209,39,972
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2016-10-18,6899,7788,7359,39,460
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2016-10-18,7235,8900,8541,39,1306
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,2016-10-19,6897,7769,7333,39,436
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,2016-10-19,7389,8784,8244,39,855
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2016-10-19,5509,7889,7412,39,1903
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2016-10-19,6568,8909,8356,39,1788
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,2016-10-20,7289,8214,7889,39,600
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2016-10-20,6196,9111,8662,39,2466
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2016-10-20,5406,8111,7626,39,2220
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,2016-10-20,7309,9029,8634,39,1325
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,2016-10-21,7387,8969,8764,39,1377
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2016-10-21,6389,8939,8459,39,2070
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,2016-10-21,7219,8249,7899,39,680
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2016-10-21,6169,7788,7251,39,1082
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2016-10-24,7329,8789,8215,39,886
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2016-10-24,7010,7689,7356,39,346
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,2016-10-24,6997,7869,7289,39,292
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,2016-10-24,7099,8697,8279,39,1180
Tamil Nadu,Erode,Perundurai,Turmeric,Finger,FAQ,2016-10-25,7229,8629,8279,39,1050
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,2016-10-25,7187,7969,7683,39,496
Tamil Nadu,Erode,Erode,Turmeric,Bulb,FAQ,2016-10-25,7209,7939,7623,39,414
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2016-10-25,7474,8700,8254,39,780
Tamil Nadu,Erode,Perundurai,Turmeric,Bulb,FAQ,2016-10-26,7137,8899,8547,39,1410
Tamil Nadu,Erode,Erode,Turmeric,Finger,FAQ,2016-10-26,7412,8744,8369,39,957
